DOI,Title,Authors,Abstract,Journal,Year
10.3390/ijms23020738,Selection and Validation of Reference Genes for Quantitative Real-Time PCR Analysis of Development and Tissue-Dependent Flower Color Formation in Cymbidium lowianum,"Xiu-Mei Dong, Wei Zhang, Shi-Bao Zhang","The development and tissue-dependent color formation of the horticultural plant results in various color pattern flowers. Anthocyanins and carotenoids contribute to the red and yellow colors, respectively. In this study, quantitative real-time polymerase chain reaction (qRT-PCR) is used to analyze the expression profiles of anthocyanin and carotenoids biosynthesis genes in Cymbidium lowianum (Rchb.f.) Rchb.f. Appropriate reference gene selection and validation are required before normalization of gene expression in qRT-PCR analysis. Thus, we firstly selected 12 candidate reference genes from transcriptome data, and used geNorm and Normfinder to evaluate their expression stability in lip (divided into abaxial and adaxial), petal, and sepal of the bud and flower of C. lowianum. Our results show that the two most stable reference genes in different tissues of C. lowianum bud and flower are EF1δ and 60S, the most unstable reference gene is 26S. The expression profiles of the CHS and BCH genes were similar to FPKM value profiles after normalization to the two most stable reference genes, EF1δ and 60S, with the upregulated CHS and BCH expression in flower stage, indicating that the ABP and CBP were activated across the stages of flower development. However, when the most unstable reference gene, 26S, was used to normalize the qRT-PCR data, the expression profiles of CHS and BCH differed from FPKM value profiles, indicating the necessity of selecting stable reference genes. Moreover, CHS and BCH expression was highest in the abaxial lip and adaxial lip, respectively, indicating that the ABP and CBP were activated in abaxial and adaxial lip, respectively, resulting in a presence of red or yellow segments in abaxial and adaxial lip. This study is the first to provide reference genes in C. lowianum, and also provide useful information for studies that aim to understand the molecular mechanisms of flower color formation in C. lowianum.",International Journal of Molecular Sciences,2022
10.1016/j.acthis.2021.151821,Identification of best housekeeping genes for the normalization of RT-qPCR in human cell lines,"Leticia da Conceição Braga, Bryan Ôrtero Perez Gonçalves, Pollyanne Lacerda Coelho, Agnaldo Lopes da Silva Filho, Luciana Maria Silva",,Acta Histochemica,2022
10.1016/j.jksus.2021.101654,"Screening and validation of reference genes using in RT-qPCR for gene expression studies in Paederus fuscipes, a medically and agriculturally important insect","Muhammad Musa Khan, Chang-Fei Guo, Jing Peng, Ze-Yun Fan, Muhammad Hafeez, Daoud Ali, Kai Wang, Mohammed H.A. Almarzoug, Bao-Li Qiu",,Journal of King Saud University - Science,2022
10.1007/s11033-021-06830-y,Identification and evaluation of an appropriate housekeeping gene for real time gene profiling of hepatocellular carcinoma cells cultured in three dimensional scaffold,"Anjana Kaveri Badekila, Praveen Rai, Sudarshan Kini",,Molecular Biology Reports,2021
10.1080/00218839.2021.1950972,Selection of stable reference genes for real-time quantitative PCR in honey bee pesticide toxicity studies,"Sanghyeon Kim, Susie Cho, Si Hyeock Lee",,Journal of Apicultural Research,2021
10.1080/10495398.2020.1811715,Selection and validation of reference genes for RT-qPCR in adipose and longissimus dorsi muscle tissues of buffalo,"Xue Feng, Xiaodan Cao, Ruirui Zhu, Jieping Huang",,Animal Biotechnology,2020
10.16429/j.1009-7848.2021.12.025,,,,,
10.3390/cimb43030151,Gene Expression Studies in Formalin-Fixed Paraffin-Embedded Samples of Cutaneous Cancer: The Need for Reference Genes,"Omar García-Pérez, Leticia Melgar-Vilaplana, Elizabeth Córdoba-Lanús, Ricardo Fernández-de-Misa","Formalin-fixed paraffin-embedded (FFPE) tumour samples may provide crucial data regarding biomarkers for neoplasm progression. Analysis of gene expression is frequently used for this purpose. Therefore, mRNA expression needs to be normalized through comparison to reference genes. In this study, we establish which of the usually reported reference genes is the most reliable one in cutaneous malignant melanoma (MM) and cutaneous squamous cell carcinoma (CSCC). ACTB, TFRC, HPRT1 and TBP expression was quantified in 123 FFPE samples (74 MM and 49 CSCC biopsies) using qPCR. Expression stability was analysed by NormFinder and Bestkeeper softwares, and the direct comparison method between means and SD. The in-silico analysis with BestKeeper indicated that HPRT1 was more stable than ACTB and TFRC in MM (1.85 vs. 2.15) and CSCC tissues (2.09 vs. 2.33). The best option to NormFinder was ACTB gene (0.56) in MM and TFRC (0.26) in CSCC. The direct comparison method showed lower SD means of ACTB expression in MM (1.17) and TFRC expression in CSCC samples (1.00). When analysing the combination of two reference genes for improving stability, NormFinder indicated HPRT1 and ACTB to be the best for MM samples, and HPRT1 and TFRC genes for CSCC. In conclusion, HPRT1 and ACTB genes in combination are the most appropriate choice for normalization in gene expression studies in MM FFPE tissue, while the combination of HPRT1 and TFRC genes are the best option in analysing CSCC FFPE samples. These may be used consistently in forthcoming studies on gene expression in both tumours.",Current Issues in Molecular Biology,2021
10.1038/s41598-021-03098-x,Validation of reference genes for quantitative real-time PCR in chemical exposed and at different age’s brackish water flea Diaphanosoma celebensis,"Young-Mi Lee, Hayoung Cho, Ryeo-Ok Kim, Soyeon In, Se-Joo Kim, Eun-Ji Won","AbstractReal-time quantitative reverse transcription polymerase chain reaction (qRT-PCR), a primary approach for evaluating gene expression, requires an appropriate normalization strategy to confirm relative gene expression levels by comparison, and rule out variations that might occur in analytical procedures. The best option is to use a reference gene whose expression level is stable across various experimental conditions to compare the mRNA levels of a target gene. However, there is limited information on how the reference gene is differentially expressed at different ages (growth) in small invertebrates with notable changes such as molting. In this study, expression profiles of nine candidate reference genes from the brackish water flea, Diaphanosoma celebensis, were evaluated under diverse exposure to toxicants and according to growth. As a result, four different algorithms showed similar stabilities of genes for chemical exposures in the case of limited conditions using the same developmental stage (H2A was stable, whereas Act was fairly unstable in adults), while the results according to age showed a significantly different pattern in suite of candidate reference genes. This affected the results of genes EcRA and GST, which are involved in development and detoxification mechanisms, respectively. Our finding is the first step towards establishing a standardized real-time qRT-PCR analysis of this environmentally important invertebrate that has potential for aquatic ecotoxicology, particularly in estuarine environments.",Scientific Reports,2021
10.1371/journal.pone.0260902,Identification of the best housekeeping gene for RT-qPCR analysis of human pancreatic organoids,"Alessandro Cherubini, Francesco Rusconi, Lorenza Lazzari","In the last few years, there has been a considerable increase in the use of organoids, which is a new three-dimensional culture technology applied in scientific research. The main reasons for their extensive use are their plasticity and multiple applications, including in regenerative medicine and the screening of new drugs. The aim of this study was to better understand these structures by focusing on the choice of the best housekeeping gene (HKG) to perform accurate molecular analysis on such a heterogeneous system. This feature should not be underestimated because the inappropriate use of a HKG can lead to misleading data and incorrect results, especially when the subject of the study is innovative and not totally explored like organoids. We focused our attention on the newly described human pancreatic organoids (hPOs) and compared 12 well-known HKGs (ACTB, B2M, EF1α, GAPDH, GUSB, HPRT, PPIA, RNA18S, RPL13A TBP, UBC and YWHAZ). Four different statistical algorithms (NormFinder, geNorm, BestKeeper and ΔCt) were applied to estimate the expression stability of each HKG, and RefFinder was used to identify the most suitable genes for RT-qPCR data normalization. Our results showed that the intragroup and intergroup comparisons could influence the best choice of the HKG, making clear that the identification of a stable reference gene for accurate and reproducible RT-qPCR data normalization remains a critical issue. In summary, this is the first report on HKGs in human organoids, and this work provides a strong basis to pave the way for further gene analysis in hPOs.",PLOS ONE,2021
10.1038/s41598-021-02890-z,"Validation of reference genes for quantitative PCR in the forest pest, Ips calligraphus","Mary Wallace, Lynne K. Rieske","AbstractThe six-spined ips, Ips calligraphus, is a North American bark beetle that can exploit most eastern North American Pinus species and can cause mortality. Biotic and abiotic disturbances weaken trees, creating breeding substrate that promotes rapid population growth. Management historically relied on silvicultural practices, but as forests become increasingly stressed, innovative management is needed. Manipulation of the cellular RNA interference (RNAi) pathway to induce gene silencing is an emerging means of insect suppression, and is effective for some bark beetles. Quantitative PCR (qPCR) is a powerful tool for analysis of gene expression, and is essential for examining RNAi. To compare gene expression among individuals, stably expressed reference genes must be validated for qPCR. We evaluated six candidate reference genes (18s, 16s, 28s, ef1a, cad, coi) for stability under biotic (beetle sex, developmental stage, and host plant), and abiotic (temperature, photoperiod, and dsRNA exposure) conditions. We used the comprehensive RefFinder tool to compare stability rankings across four algorithms. These algorithms identified 18s, 16s, and 28s as the most stably expressed. Overall, 16s and 28s were selected as reference genes due to their stability and moderate expression levels, and can be used for I. calligraphus gene expression studies using qPCR, including those evaluating RNAi.",Scientific Reports,2021
